,Rx Time (sec),Rx Intensity,Rx Voltage PWM (V)
645,50.37519979476929,100,3.3
646,50.390124797821045,100,3.3
647,50.40494680404663,100,3.3
648,50.41983675956726,100,3.3
649,50.43477463722229,100,3.3
650,50.44963359832764,100,3.3
651,50.464555740356445,100,3.3
652,50.47939991950989,100,3.3
653,50.494300842285156,100,3.3
654,50.50921273231506,99,3.267
655,50.52412271499634,99,3.267
656,50.538941860198975,98,3.234
657,50.55382680892944,97,3.2009999999999996
658,50.568745851516724,96,3.1679999999999997
659,50.58365082740784,96,3.1679999999999997
660,50.59852170944214,95,3.135
661,50.62512159347534,94,3.102
662,50.65170478820801,93,3.069
663,50.678321838378906,91,3.003
664,50.704946756362915,90,2.9699999999999998
665,50.73151683807373,89,2.937
666,50.75808000564575,88,2.904
667,50.78472971916199,87,2.871
668,50.81132388114929,86,2.8379999999999996
669,50.83795189857483,86,2.8379999999999996
670,50.864516735076904,85,2.8049999999999997
671,50.89116168022156,84,2.772
672,50.91772699356079,84,2.772
673,50.94436979293823,83,2.739
674,50.97093987464905,82,2.7059999999999995
675,50.99754977226257,81,2.673
676,51.02415680885315,80,2.64
677,51.05078077316284,78,2.574
678,51.077393770217896,77,2.541
679,51.10413074493408,75,2.4749999999999996
680,51.13061285018921,75,2.4749999999999996
681,51.15719556808472,74,2.4419999999999997
682,51.18380689620972,73,2.409
683,51.210413694381714,72,2.376
684,51.2371346950531,71,2.343
685,51.263654708862305,70,2.3099999999999996
686,51.290231704711914,69,2.2769999999999997
687,51.31686496734619,68,2.244
688,51.343456745147705,66,2.178
689,51.370107889175415,64,2.112
690,51.3966908454895,63,2.0789999999999997
691,51.42333483695984,61,2.013
692,51.44994378089905,59,1.9469999999999998
693,51.47653675079346,57,1.8809999999999998
694,51.50322985649109,56,1.848
695,51.529799938201904,53,1.7489999999999999
696,51.55640387535095,51,1.6829999999999998
697,51.583101749420166,49,1.617
698,51.609580755233765,47,1.551
699,51.63616895675659,46,1.518
700,51.66274976730347,44,1.452
701,51.689369678497314,43,1.4189999999999998
702,51.71595597267151,41,1.3529999999999998
703,51.74250078201294,40,1.32
704,51.76917576789856,39,1.287
705,51.79577684402466,38,1.254
706,51.82236170768738,36,1.188
707,51.849036693573,35,1.1549999999999998
708,51.87556076049805,34,1.122
709,51.90217590332031,33,1.089
710,51.92879796028137,32,1.056
711,51.95536160469055,31,1.023
712,51.98204588890076,30,0.9899999999999999
713,52.0085768699646,29,0.9569999999999999
714,52.03519892692566,28,0.924
715,52.06182074546814,27,0.891
716,52.08839678764343,26,0.858
717,52.11514973640442,25,0.825
718,52.14165663719177,24,0.7919999999999999
719,52.16823983192444,23,0.759
720,52.19483494758606,22,0.726
721,52.22145366668701,22,0.726
722,52.2480788230896,21,0.693
723,52.274616718292236,21,0.693
724,52.3012638092041,20,0.66
725,52.32785367965698,20,0.66
726,52.3544397354126,20,0.66
727,52.38118076324463,20,0.66
728,52.407681703567505,20,0.66
729,52.434292793273926,20,0.66
730,52.460914850234985,20,0.66
731,52.48750066757202,20,0.66
732,52.514126777648926,20,0.66
733,52.54073762893677,20,0.66
734,52.56734371185303,20,0.66
735,52.593918800354004,20,0.66
736,52.62057185173035,20,0.66
737,52.6471688747406,20,0.66
738,52.673741817474365,20,0.66
739,52.70036768913269,20,0.66
740,52.72702479362488,20,0.66
741,52.75363779067993,20,0.66
742,52.78015995025635,20,0.66
743,52.80681872367859,20,0.66
744,52.833385944366455,20,0.66
745,52.86010479927063,20,0.66
746,52.88662886619568,20,0.66
747,52.91320872306824,20,0.66
748,52.93983268737793,20,0.66
749,52.96645188331604,20,0.66
750,52.99312162399292,20,0.66
751,53.019649028778076,20,0.66
752,53.046276807785034,20,0.66
753,53.072875022888184,20,0.66
754,53.09948492050171,20,0.66
755,53.12613391876221,20,0.66
756,53.152681827545166,20,0.66
757,53.17930579185486,20,0.66
758,53.20592379570007,20,0.66
759,53.23253679275513,20,0.66
760,53.25912594795227,20,0.66
761,53.2857768535614,20,0.66
762,53.312373876571655,20,0.66
763,53.338945627212524,20,0.66
764,53.3655469417572,20,0.66
765,53.39220476150513,20,0.66
766,53.41882276535034,20,0.66
767,53.44538688659668,20,0.66
768,53.4720938205719,20,0.66
769,53.49865174293518,20,0.66
770,53.525224924087524,20,0.66
771,53.551822662353516,20,0.66
772,53.5784478187561,20,0.66
773,53.60512685775757,20,0.66
774,53.631677865982056,20,0.66
775,53.658294677734375,20,0.66
776,53.68491077423096,19,0.627
777,53.711548805236816,19,0.627
778,53.738141775131226,18,0.594
779,53.76478695869446,17,0.561
780,53.79138994216919,16,0.528
781,53.81815576553345,15,0.49499999999999994
782,53.84460783004761,14,0.462
783,53.87125778198242,14,0.462
784,53.89783978462219,13,0.429
785,53.924500942230225,13,0.429
786,53.9511296749115,12,0.39599999999999996
787,53.977757930755615,12,0.39599999999999996
788,54.00440073013306,11,0.363
789,54.03103470802307,11,0.363
790,54.057583808898926,10,0.33
791,54.084221839904785,10,0.33
792,54.110859632492065,9,0.297
793,54.13746786117554,8,0.264
794,54.164132833480835,8,0.264
795,54.19074273109436,7,0.231
796,54.21740698814392,6,0.19799999999999998
797,54.243974924087524,4,0.132
798,54.270630836486816,3,0.09899999999999999
799,54.29725790023804,2,0.066
800,54.3239049911499,1,0.033
801,54.350536823272705,1,0.033
802,54.377187728881836,1,0.033
803,54.4038028717041,1,0.033
804,54.4304678440094,1,0.033
805,54.45714473724365,1,0.033
806,54.48367476463318,1,0.033
807,54.51032781600952,1,0.033
808,54.53713369369507,1,0.033
809,54.56366276741028,1,0.033
810,54.59029579162598,1,0.033
811,54.61694693565369,1,0.033
812,54.643608808517456,1,0.033
813,54.67021894454956,1,0.033
814,54.69685888290405,1,0.033
815,54.7235209941864,1,0.033
816,54.7501859664917,1,0.033
817,54.77682375907898,1,0.033
818,54.80346870422363,1,0.033
819,54.830142974853516,1,0.033
820,54.85670781135559,1,0.033
821,54.883373737335205,2,0.066
822,54.910141944885254,2,0.066
823,54.93662691116333,4,0.132
824,54.96329069137573,7,0.231
825,54.9898726940155,10,0.33
826,55.01648998260498,14,0.462
827,55.043123960494995,17,0.561
828,55.0697238445282,20,0.66
829,55.09623885154724,23,0.759
830,55.122920751571655,24,0.7919999999999999
831,55.149542808532715,26,0.858
832,55.17614984512329,27,0.891
833,55.20277976989746,28,0.924
834,55.22939372062683,28,0.924
835,55.255995750427246,28,0.924
836,55.28261184692383,28,0.924
